id,saleprice
2658,166424.1921171083
2718,223656.04106491854
2414,207565.95358428423
1989,130323.73698457264
625,191527.53318232324
333,84149.39727030064
1327,109254.59871635518
858,142168.32601468771
95,191959.08318206904
1568,161224.35775111357
2482,168636.68582814452
1364,137198.58817097987
2584,175660.99459892669
818,280959.04757540365
2673,179889.12173878815
2089,119726.608530795
1297,169229.1092450868
790,119232.70674869853
2616,200772.32336890034
720,214382.8535743449
222,140518.01286966892
557,117297.17783713667
1148,214628.40852129634
2766,146448.84070966378
534,195017.64585863583
1452,104072.3740097639
630,141156.44013193698
2648,133314.07540437608
125,145881.5515738767
1904,26799.951820506394
1670,102546.51634932058
756,102428.52625801772
717,278891.0313805996
1032,154282.622420275
852,225389.4317881781
1731,212703.66776865904
2639,151873.26776423038
2071,63084.719423808056
1267,82339.43796758539
1851,198775.73550657838
567,175248.3298721348
2439,215898.65489488925
1898,157534.80589552154
647,161595.1768922473
2256,213221.41009714548
979,110844.26215620873
1444,212990.40364959283
2485,100416.73636457043
157,126818.81148088395
88,124975.00782978832
2003,108873.65784174188
186,197965.76839971982
1425,277355.6502625574
2695,129721.1994441051
738,99021.27914300197
395,152140.54758140715
1353,174335.75339228954
1878,153705.87832813835
390,176331.2462983992
1456,230149.33416850131
1103,302882.39595628553
1387,149224.22021766013
2070,154208.61767124422
1199,184143.05415392265
2479,164388.40186072083
501,308508.16985079745
2362,79913.33153194126
1718,236821.88013193797
2188,57700.16157685725
1483,148577.32745750796
2557,79613.34478784978
437,342328.7593989412
2224,205253.39680195408
1628,165133.89165886154
397,122195.7276062574
587,223134.0386244774
2182,552717.3621232986
971,129715.6546702794
2611,153568.66894567138
1887,62847.76567945609
2399,325578.4575831238
2148,222524.3490198735
304,130720.21872967159
1997,138796.12988675438
2817,120167.92932754166
1431,169215.10811290887
427,378274.5708660842
263,111008.84319119263
598,175628.88472351953
2895,244660.41230014616
687,165358.40618768852
1822,122662.82464638795
2191,108781.24695285872
179,145624.15903195995
1009,215366.53500789014
2010,113921.42104237543
1991,156878.3337200151
1411,169269.89253476288
1721,283521.88916078565
1144,180051.14532081006
593,206917.2857836891
575,265696.21194648615
1249,188494.9904147303
1604,109430.4440464056
1064,419388.3214850182
1923,161286.2772521679
1988,92107.82516451959
2325,170850.55277946062
114,209578.40955500596
2700,218656.3906751804
217,163642.51977686468
343,193893.31042529462
386,241408.79451578154
2005,93803.39231708655
2908,135758.7128294738
1814,215794.40431071556
2446,397524.1739291182
208,144220.83370976627
1679,111154.10740104778
822,301831.5842181684
6,190921.22150351503
1781,368870.5232858615
2397,323777.36643434747
2340,283072.8477292815
1618,160460.92885235013
2843,154960.64707426802
1061,352798.83947024815
2786,106959.24452971117
1935,125820.84834528412
1341,142517.35265310656
521,289859.409895174
2136,119046.32956007167
996,189931.38604947226
227,141574.47634928834
135,166197.95006621594
1167,166490.02022662238
294,236948.3044732749
1776,223757.44594037518
540,180896.19152835486
1717,259498.82128547638
2303,108352.67792948274
116,197337.57522399272
127,128290.98757539416
1371,144311.00950302792
1014,198393.7246309651
1507,75851.52144476815
702,151475.791474086
750,173170.6149125939
261,144515.19472139742
1559,62371.37457005496
577,231895.77929730655
2812,196416.68984432757
2080,154983.33543319016
1368,135482.13589309037
2376,111073.91631603755
659,98343.76112713254
1235,118339.70421547152
332,76017.53632183337
1917,134771.21223493275
2094,247488.66784854152
1460,282540.16010249814
1471,209374.62250773414
1509,118274.73478450559
1922,130773.91353773802
433,424951.7141759308
460,277049.3415469431
1116,267225.19433405367
1137,165918.41581303749
53,181400.53952675537
2354,281445.2314235407
1475,210456.38197127357
1761,457979.6829620487
842,132056.63913917472
2739,201881.4784247215
2509,157253.63856153638
1007,205070.27882556058
2610,188297.71331103228
1952,72954.31666655754
2719,218323.88975533342
2921,93298.25763051015
1966,139930.17713772587
292,144675.0899330002
1204,203443.96950864446
1829,241383.38147344088
2419,202828.0952560331
391,167488.83200284612
798,111757.8625230682
481,192932.62803834482
193,223038.19217882823
555,113558.54923006704
899,38051.73574617083
2357,195473.3655029086
328,116564.60647200386
1356,127526.49566767347
1154,99548.57142679575
1730,201767.02328101287
2249,142413.69160177596
1119,287343.0870566338
2856,127331.3064564947
1394,140757.12779767028
2587,98586.73416197706
61,310617.6417175343
2661,216114.42760030064
2711,121898.92385607249
1147,176568.46433194156
757,139727.35097995895
2623,51670.38000424324
2378,161947.2714377208
1413,131027.32209980427
1722,260353.36519199147
1112,235368.56590942873
1623,192217.0154372704
1201,187528.24904906005
1513,124837.31159211579
957,265320.6552336101
1171,254152.34331901063
1145,196263.7302564162
2726,245357.10082022013
703,163548.60244842755
760,80666.78227051297
1964,133757.66689819735
2512,168511.61322094276
159,154309.01501640354
1281,178404.43530139167
468,185449.39593296638
290,125876.60696712401
